execution,base,private_exponent,gcd_exponent_250,distinct_power_outputs,collision_count,effective_exponent_bits,first_repeat_exponent,unit_power_count,null_power_count,chosen_output_multiplicity,chosen_output_unique,stored_power_validation
1,alice_public_input,217,1,250,5,7.965784284662087,252,1,0,1,True,True
1,alice_shifted_input,217,1,250,5,7.965784284662087,252,1,0,1,True,True
1,bob_public_input,131,1,125,130,6.965784284662087,127,2,0,3,False,True
1,bob_shifted_input,131,1,250,5,7.965784284662087,252,1,0,1,True,True
2,alice_public_input,56,2,255,0,7.994353436858858,,0,0,1,True,True
2,alice_shifted_input,56,2,255,0,7.994353436858858,,0,0,1,True,True
2,bob_public_input,159,1,255,0,7.994353436858858,,0,0,1,True,True
2,bob_shifted_input,159,1,250,5,7.965784284662087,252,1,0,1,True,True
3,alice_public_input,81,1,250,5,7.965784284662087,252,1,0,1,True,True
3,alice_shifted_input,81,1,255,0,7.994353436858858,,0,0,1,True,True
3,bob_public_input,204,2,125,130,6.965784284662087,127,2,0,2,False,True
3,bob_shifted_input,204,2,250,5,7.965784284662087,252,1,0,1,True,True
4,alice_public_input,206,2,255,0,7.994353436858858,,0,0,1,True,True
4,alice_shifted_input,206,2,255,0,7.994353436858858,,0,0,1,True,True
4,bob_public_input,201,1,255,0,7.994353436858858,,0,0,1,True,True
4,bob_shifted_input,201,1,255,0,7.994353436858858,,0,0,1,True,True
5,alice_public_input,244,2,250,5,7.965784284662087,252,1,0,1,True,True
5,alice_shifted_input,244,2,250,5,7.965784284662087,252,1,0,1,True,True
5,bob_public_input,44,2,125,130,6.965784284662087,127,2,0,2,False,True
5,bob_shifted_input,44,2,255,0,7.994353436858858,,0,0,1,True,True
6,alice_public_input,48,2,255,0,7.994353436858858,,0,0,1,True,True
6,alice_shifted_input,48,2,125,130,6.965784284662087,127,2,0,2,False,True
6,bob_public_input,137,1,255,0,7.994353436858858,,0,0,1,True,True
6,bob_shifted_input,137,1,255,0,7.994353436858858,,0,0,1,True,True
7,alice_public_input,116,2,255,0,7.994353436858858,,0,0,1,True,True
7,alice_shifted_input,116,2,255,0,7.994353436858858,,0,0,1,True,True
7,bob_public_input,198,2,255,0,7.994353436858858,,0,0,1,True,True
7,bob_shifted_input,198,2,250,5,7.965784284662087,252,1,0,1,True,True
8,alice_public_input,5,5,125,130,6.965784284662087,127,2,0,3,False,True
8,alice_shifted_input,5,5,250,5,7.965784284662087,252,1,0,2,False,True
8,bob_public_input,254,2,250,5,7.965784284662087,252,1,0,2,False,True
8,bob_shifted_input,254,2,255,0,7.994353436858858,,0,0,1,True,True
9,alice_public_input,157,1,250,5,7.965784284662087,252,1,0,1,True,True
9,alice_shifted_input,157,1,250,5,7.965784284662087,252,1,0,1,True,True
9,bob_public_input,165,5,250,5,7.965784284662087,252,1,0,1,True,True
9,bob_shifted_input,165,5,250,5,7.965784284662087,252,1,0,1,True,True
10,alice_public_input,228,2,255,0,7.994353436858858,,0,0,1,True,True
10,alice_shifted_input,228,2,255,0,7.994353436858858,,0,0,1,True,True
10,bob_public_input,21,1,255,0,7.994353436858858,,0,0,1,True,True
10,bob_shifted_input,21,1,255,0,7.994353436858858,,0,0,1,True,True
11,alice_public_input,130,10,250,5,7.965784284662087,252,1,0,1,True,True
11,alice_shifted_input,130,10,255,0,7.994353436858858,,0,0,1,True,True
11,bob_public_input,237,1,125,130,6.965784284662087,127,2,0,2,False,True
11,bob_shifted_input,237,1,250,5,7.965784284662087,252,1,0,1,True,True
12,alice_public_input,4,2,250,5,7.965784284662087,252,1,0,2,False,True
12,alice_shifted_input,4,2,250,5,7.965784284662087,252,1,0,2,False,True
12,bob_public_input,171,1,250,5,7.965784284662087,252,1,0,1,True,True
12,bob_shifted_input,171,1,125,130,6.965784284662087,127,2,0,2,False,True
13,alice_public_input,134,2,255,0,7.994353436858858,,0,0,1,True,True
13,alice_shifted_input,134,2,250,5,7.965784284662087,252,1,0,1,True,True
13,bob_public_input,117,1,255,0,7.994353436858858,,0,0,1,True,True
13,bob_shifted_input,117,1,250,5,7.965784284662087,252,1,0,1,True,True
14,alice_public_input,15,5,250,5,7.965784284662087,252,1,0,1,True,True
14,alice_shifted_input,15,5,125,130,6.965784284662087,127,2,0,2,False,True
14,bob_public_input,93,1,250,5,7.965784284662087,252,1,0,1,True,True
14,bob_shifted_input,93,1,125,130,6.965784284662087,127,2,0,2,False,True
15,alice_public_input,136,2,255,0,7.994353436858858,,0,0,1,True,True
15,alice_shifted_input,136,2,125,130,6.965784284662087,127,2,0,2,False,True
15,bob_public_input,63,1,255,0,7.994353436858858,,0,0,1,True,True
15,bob_shifted_input,63,1,250,5,7.965784284662087,252,1,0,1,True,True
16,alice_public_input,186,2,255,0,7.994353436858858,,0,0,1,True,True
16,alice_shifted_input,186,2,255,0,7.994353436858858,,0,0,1,True,True
16,bob_public_input,177,1,255,0,7.994353436858858,,0,0,1,True,True
16,bob_shifted_input,177,1,125,130,6.965784284662087,127,2,0,2,False,True
17,alice_public_input,138,2,250,5,7.965784284662087,252,1,0,1,True,True
17,alice_shifted_input,138,2,250,5,7.965784284662087,252,1,0,1,True,True
17,bob_public_input,164,2,125,130,6.965784284662087,127,2,0,2,False,True
17,bob_shifted_input,164,2,255,0,7.994353436858858,,0,0,1,True,True
18,alice_public_input,256,2,250,5,7.965784284662087,252,1,0,2,False,True
18,alice_shifted_input,256,2,125,130,6.965784284662087,127,2,0,3,False,True
18,bob_public_input,243,1,125,130,6.965784284662087,127,2,0,2,False,True
18,bob_shifted_input,243,1,255,0,7.994353436858858,,0,0,1,True,True
19,alice_public_input,187,1,250,5,7.965784284662087,252,1,0,1,True,True
19,alice_shifted_input,187,1,255,0,7.994353436858858,,0,0,1,True,True
19,bob_public_input,36,2,250,5,7.965784284662087,252,1,0,1,True,True
19,bob_shifted_input,36,2,25,230,4.643856189774724,27,0,0,10,False,True
20,alice_public_input,194,2,250,5,7.965784284662087,252,1,0,1,True,True
20,alice_shifted_input,194,2,250,5,7.965784284662087,252,1,0,1,True,True
20,bob_public_input,59,1,125,130,6.965784284662087,127,2,0,2,False,True
20,bob_shifted_input,59,1,250,5,7.965784284662087,252,1,0,1,True,True
21,alice_public_input,248,2,125,130,6.965784284662087,127,2,0,2,False,True
21,alice_shifted_input,248,2,250,5,7.965784284662087,252,1,0,1,True,True
21,bob_public_input,131,1,125,130,6.965784284662087,127,2,0,3,False,True
21,bob_shifted_input,131,1,125,130,6.965784284662087,127,2,0,3,False,True
22,alice_public_input,10,10,250,5,7.965784284662087,252,1,0,1,True,True
22,alice_shifted_input,10,10,50,205,5.643856189774724,52,5,0,5,False,True
22,bob_public_input,59,1,250,5,7.965784284662087,252,1,0,1,True,True
22,bob_shifted_input,59,1,125,130,6.965784284662087,127,2,0,2,False,True
23,alice_public_input,52,2,255,0,7.994353436858858,,0,0,1,True,True
23,alice_shifted_input,52,2,255,0,7.994353436858858,,0,0,1,True,True
23,bob_public_input,169,1,255,0,7.994353436858858,,0,0,1,True,True
23,bob_shifted_input,169,1,255,0,7.994353436858858,,0,0,1,True,True
24,alice_public_input,78,2,255,0,7.994353436858858,,0,0,1,True,True
24,alice_shifted_input,78,2,255,0,7.994353436858858,,0,0,1,True,True
24,bob_public_input,75,25,255,0,7.994353436858858,,0,0,1,True,True
24,bob_shifted_input,75,25,250,5,7.965784284662087,252,1,0,1,True,True
25,alice_public_input,26,2,250,5,7.965784284662087,252,1,0,1,True,True
25,alice_shifted_input,26,2,250,5,7.965784284662087,252,1,0,1,True,True
25,bob_public_input,26,2,125,130,6.965784284662087,127,2,0,2,False,True
25,bob_shifted_input,26,2,255,0,7.994353436858858,,0,0,1,True,True
26,alice_public_input,224,2,255,0,7.994353436858858,,0,0,1,True,True
26,alice_shifted_input,224,2,250,5,7.965784284662087,252,1,0,1,True,True
26,bob_public_input,221,1,255,0,7.994353436858858,,0,0,1,True,True
26,bob_shifted_input,221,1,255,0,7.994353436858858,,0,0,1,True,True
27,alice_public_input,31,1,255,0,7.994353436858858,,0,0,1,True,True
27,alice_shifted_input,31,1,255,0,7.994353436858858,,0,0,1,True,True
27,bob_public_input,121,1,255,0,7.994353436858858,,0,0,1,True,True
27,bob_shifted_input,121,1,255,0,7.994353436858858,,0,0,1,True,True
28,alice_public_input,170,10,250,5,7.965784284662087,252,1,0,1,True,True
28,alice_shifted_input,170,10,250,5,7.965784284662087,252,1,0,1,True,True
28,bob_public_input,72,2,250,5,7.965784284662087,252,1,0,1,True,True
28,bob_shifted_input,72,2,255,0,7.994353436858858,,0,0,1,True,True
29,alice_public_input,92,2,255,0,7.994353436858858,,0,0,1,True,True
29,alice_shifted_input,92,2,255,0,7.994353436858858,,0,0,1,True,True
29,bob_public_input,249,1,255,0,7.994353436858858,,0,0,1,True,True
29,bob_shifted_input,249,1,250,5,7.965784284662087,252,1,0,1,True,True
30,alice_public_input,71,1,255,0,7.994353436858858,,0,0,1,True,True
30,alice_shifted_input,71,1,125,130,6.965784284662087,127,2,0,2,False,True
30,bob_public_input,123,1,255,0,7.994353436858858,,0,0,1,True,True
30,bob_shifted_input,123,1,255,0,7.994353436858858,,0,0,1,True,True
31,alice_public_input,238,2,250,5,7.965784284662087,252,1,0,1,True,True
31,alice_shifted_input,238,2,255,0,7.994353436858858,,0,0,1,True,True
31,bob_public_input,213,1,250,5,7.965784284662087,252,1,0,1,True,True
31,bob_shifted_input,213,1,250,5,7.965784284662087,252,1,0,1,True,True
32,alice_public_input,252,2,250,5,7.965784284662087,252,1,0,2,False,True
32,alice_shifted_input,252,2,255,0,7.994353436858858,,0,0,1,True,True
32,bob_public_input,42,2,250,5,7.965784284662087,252,1,0,1,True,True
32,bob_shifted_input,42,2,255,0,7.994353436858858,,0,0,1,True,True
33,alice_public_input,227,1,250,5,7.965784284662087,252,1,0,1,True,True
33,alice_shifted_input,227,1,255,0,7.994353436858858,,0,0,1,True,True
33,bob_public_input,75,25,25,230,4.643856189774724,27,10,0,10,False,True
33,bob_shifted_input,75,25,125,130,6.965784284662087,127,2,0,2,False,True
34,alice_public_input,38,2,250,5,7.965784284662087,252,1,0,1,True,True
34,alice_shifted_input,38,2,255,0,7.994353436858858,,0,0,1,True,True
34,bob_public_input,112,2,250,5,7.965784284662087,252,1,0,1,True,True
34,bob_shifted_input,112,2,250,5,7.965784284662087,252,1,0,1,True,True
35,alice_public_input,134,2,125,130,6.965784284662087,127,2,0,2,False,True
35,alice_shifted_input,134,2,250,5,7.965784284662087,252,1,0,1,True,True
35,bob_public_input,66,2,250,5,7.965784284662087,252,1,0,1,True,True
35,bob_shifted_input,66,2,255,0,7.994353436858858,,0,0,1,True,True
36,alice_public_input,206,2,255,0,7.994353436858858,,0,0,1,True,True
36,alice_shifted_input,206,2,125,130,6.965784284662087,127,2,0,2,False,True
36,bob_public_input,194,2,255,0,7.994353436858858,,0,0,1,True,True
36,bob_shifted_input,194,2,255,0,7.994353436858858,,0,0,1,True,True
37,alice_public_input,216,2,255,0,7.994353436858858,,0,0,1,True,True
37,alice_shifted_input,216,2,255,0,7.994353436858858,,0,0,1,True,True
37,bob_public_input,56,2,255,0,7.994353436858858,,0,0,1,True,True
37,bob_shifted_input,56,2,250,5,7.965784284662087,252,1,0,1,True,True
38,alice_public_input,159,1,125,130,6.965784284662087,127,2,0,2,False,True
38,alice_shifted_input,159,1,250,5,7.965784284662087,252,1,0,1,True,True
38,bob_public_input,217,1,250,5,7.965784284662087,252,1,0,1,True,True
38,bob_shifted_input,217,1,250,5,7.965784284662087,252,1,0,1,True,True
39,alice_public_input,233,1,125,130,6.965784284662087,127,2,0,2,False,True
39,alice_shifted_input,233,1,250,5,7.965784284662087,252,1,0,1,True,True
39,bob_public_input,33,1,250,5,7.965784284662087,252,1,0,1,True,True
39,bob_shifted_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
40,alice_public_input,192,2,255,0,7.994353436858858,,0,0,1,True,True
40,alice_shifted_input,192,2,255,0,7.994353436858858,,0,0,1,True,True
40,bob_public_input,184,2,255,0,7.994353436858858,,0,0,1,True,True
40,bob_shifted_input,184,2,255,0,7.994353436858858,,0,0,1,True,True
41,alice_public_input,171,1,250,5,7.965784284662087,252,1,0,1,True,True
41,alice_shifted_input,171,1,255,0,7.994353436858858,,0,0,1,True,True
41,bob_public_input,181,1,125,130,6.965784284662087,127,2,0,2,False,True
41,bob_shifted_input,181,1,125,130,6.965784284662087,127,2,0,2,False,True
42,alice_public_input,160,10,250,5,7.965784284662087,252,1,0,1,True,True
42,alice_shifted_input,160,10,250,5,7.965784284662087,252,1,0,1,True,True
42,bob_public_input,141,1,250,5,7.965784284662087,252,1,0,1,True,True
42,bob_shifted_input,141,1,125,130,6.965784284662087,127,2,0,2,False,True
43,alice_public_input,98,2,255,0,7.994353436858858,,0,0,1,True,True
43,alice_shifted_input,98,2,255,0,7.994353436858858,,0,0,1,True,True
43,bob_public_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
43,bob_shifted_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
44,alice_public_input,101,1,250,5,7.965784284662087,252,1,0,1,True,True
44,alice_shifted_input,101,1,250,5,7.965784284662087,252,1,0,1,True,True
44,bob_public_input,70,10,250,5,7.965784284662087,252,1,0,1,True,True
44,bob_shifted_input,70,10,25,230,4.643856189774724,27,10,0,10,False,True
45,alice_public_input,198,2,255,0,7.994353436858858,,0,0,1,True,True
45,alice_shifted_input,198,2,250,5,7.965784284662087,252,1,0,1,True,True
45,bob_public_input,77,1,255,0,7.994353436858858,,0,0,1,True,True
45,bob_shifted_input,77,1,250,5,7.965784284662087,252,1,0,1,True,True
46,alice_public_input,245,5,125,130,6.965784284662087,127,2,0,2,False,True
46,alice_shifted_input,245,5,250,5,7.965784284662087,252,1,0,1,True,True
46,bob_public_input,82,2,250,5,7.965784284662087,252,1,0,1,True,True
46,bob_shifted_input,82,2,250,5,7.965784284662087,252,1,0,1,True,True
47,alice_public_input,234,2,255,0,7.994353436858858,,0,0,1,True,True
47,alice_shifted_input,234,2,250,5,7.965784284662087,252,1,0,1,True,True
47,bob_public_input,253,1,255,0,7.994353436858858,,0,0,1,True,True
47,bob_shifted_input,253,1,255,0,7.994353436858858,,0,0,1,True,True
48,alice_public_input,76,2,255,0,7.994353436858858,,0,0,1,True,True
48,alice_shifted_input,76,2,125,130,6.965784284662087,127,2,0,2,False,True
48,bob_public_input,246,2,255,0,7.994353436858858,,0,0,1,True,True
48,bob_shifted_input,246,2,255,0,7.994353436858858,,0,0,1,True,True
49,alice_public_input,74,2,250,5,7.965784284662087,252,0,0,1,True,True
49,alice_shifted_input,74,2,255,0,7.994353436858858,,0,0,1,True,True
49,bob_public_input,253,1,250,5,7.965784284662087,252,1,0,2,False,True
49,bob_shifted_input,253,1,125,130,6.965784284662087,127,2,0,3,False,True
50,alice_public_input,184,2,255,0,7.994353436858858,,0,0,1,True,True
50,alice_shifted_input,184,2,255,0,7.994353436858858,,0,0,1,True,True
50,bob_public_input,73,1,255,0,7.994353436858858,,0,0,1,True,True
50,bob_shifted_input,73,1,250,5,7.965784284662087,252,1,0,1,True,True
51,alice_public_input,119,1,255,0,7.994353436858858,,0,0,1,True,True
51,alice_shifted_input,119,1,255,0,7.994353436858858,,0,0,1,True,True
51,bob_public_input,31,1,255,0,7.994353436858858,,0,0,1,True,True
51,bob_shifted_input,31,1,255,0,7.994353436858858,,0,0,1,True,True
52,alice_public_input,120,10,255,0,7.994353436858858,,0,0,1,True,True
52,alice_shifted_input,120,10,255,0,7.994353436858858,,0,0,1,True,True
52,bob_public_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
52,bob_shifted_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
53,alice_public_input,84,2,255,0,7.994353436858858,,0,0,1,True,True
53,alice_shifted_input,84,2,255,0,7.994353436858858,,0,0,1,True,True
53,bob_public_input,204,2,255,0,7.994353436858858,,0,0,1,True,True
53,bob_shifted_input,204,2,255,0,7.994353436858858,,0,0,1,True,True
54,alice_public_input,67,1,255,0,7.994353436858858,,0,0,1,True,True
54,alice_shifted_input,67,1,250,5,7.965784284662087,252,1,0,1,True,True
54,bob_public_input,84,2,255,0,7.994353436858858,,0,0,1,True,True
54,bob_shifted_input,84,2,255,0,7.994353436858858,,0,0,1,True,True
55,alice_public_input,181,1,255,0,7.994353436858858,,0,0,1,True,True
55,alice_shifted_input,181,1,255,0,7.994353436858858,,0,0,1,True,True
55,bob_public_input,211,1,255,0,7.994353436858858,,0,0,1,True,True
55,bob_shifted_input,211,1,255,0,7.994353436858858,,0,0,1,True,True
56,alice_public_input,136,2,255,0,7.994353436858858,,0,0,1,True,True
56,alice_shifted_input,136,2,125,130,6.965784284662087,127,2,0,2,False,True
56,bob_public_input,51,1,255,0,7.994353436858858,,0,0,1,True,True
56,bob_shifted_input,51,1,125,130,6.965784284662087,127,2,0,2,False,True
57,alice_public_input,237,1,250,5,7.965784284662087,252,1,0,1,True,True
57,alice_shifted_input,237,1,250,5,7.965784284662087,252,1,0,1,True,True
57,bob_public_input,157,1,250,5,7.965784284662087,252,1,0,1,True,True
57,bob_shifted_input,157,1,255,0,7.994353436858858,,0,0,1,True,True
58,alice_public_input,3,1,250,5,7.965784284662087,252,1,0,2,False,True
58,alice_shifted_input,3,1,250,5,7.965784284662087,252,1,0,2,False,True
58,bob_public_input,101,1,250,5,7.965784284662087,252,1,0,1,True,True
58,bob_shifted_input,101,1,125,130,6.965784284662087,127,2,0,2,False,True
59,alice_public_input,173,1,250,5,7.965784284662087,252,1,0,1,True,True
59,alice_shifted_input,173,1,255,0,7.994353436858858,,0,0,1,True,True
59,bob_public_input,59,1,250,5,7.965784284662087,252,1,0,1,True,True
59,bob_shifted_input,59,1,250,5,7.965784284662087,252,1,0,1,True,True
60,alice_public_input,233,1,255,0,7.994353436858858,,0,0,1,True,True
60,alice_shifted_input,233,1,250,5,7.965784284662087,252,1,0,1,True,True
60,bob_public_input,198,2,255,0,7.994353436858858,,0,0,1,True,True
60,bob_shifted_input,198,2,250,5,7.965784284662087,252,1,0,1,True,True
61,alice_public_input,13,1,250,5,7.965784284662087,252,1,0,1,True,True
61,alice_shifted_input,13,1,255,0,7.994353436858858,,0,0,1,True,True
61,bob_public_input,134,2,125,130,6.965784284662087,127,2,0,2,False,True
61,bob_shifted_input,134,2,250,5,7.965784284662087,252,1,0,1,True,True
62,alice_public_input,66,2,255,0,7.994353436858858,,0,0,1,True,True
62,alice_shifted_input,66,2,125,130,6.965784284662087,127,2,0,2,False,True
62,bob_public_input,74,2,255,0,7.994353436858858,,0,0,1,True,True
62,bob_shifted_input,74,2,250,5,7.965784284662087,252,1,0,1,True,True
63,alice_public_input,33,1,255,0,7.994353436858858,,0,0,1,True,True
63,alice_shifted_input,33,1,250,5,7.965784284662087,252,1,0,1,True,True
63,bob_public_input,227,1,255,0,7.994353436858858,,0,0,1,True,True
63,bob_shifted_input,227,1,25,230,4.643856189774724,27,10,0,11,False,True
64,alice_public_input,183,1,255,0,7.994353436858858,,0,0,1,True,True
64,alice_shifted_input,183,1,255,0,7.994353436858858,,0,0,1,True,True
64,bob_public_input,126,2,255,0,7.994353436858858,,0,0,1,True,True
64,bob_shifted_input,126,2,250,5,7.965784284662087,252,1,0,1,True,True
65,alice_public_input,229,1,255,0,7.994353436858858,,0,0,1,True,True
65,alice_shifted_input,229,1,250,5,7.965784284662087,252,1,0,1,True,True
65,bob_public_input,19,1,255,0,7.994353436858858,,0,0,1,True,True
65,bob_shifted_input,19,1,255,0,7.994353436858858,,0,0,1,True,True
66,alice_public_input,242,2,250,5,7.965784284662087,252,1,0,1,True,True
66,alice_shifted_input,242,2,255,0,7.994353436858858,,0,0,1,True,True
66,bob_public_input,174,2,250,5,7.965784284662087,252,1,0,1,True,True
66,bob_shifted_input,174,2,250,5,7.965784284662087,252,1,0,1,True,True
67,alice_public_input,141,1,250,5,7.965784284662087,252,1,0,1,True,True
67,alice_shifted_input,141,1,250,5,7.965784284662087,252,1,0,1,True,True
67,bob_public_input,142,2,250,5,7.965784284662087,252,1,0,1,True,True
67,bob_shifted_input,142,2,125,130,6.965784284662087,127,2,0,2,False,True
68,alice_public_input,51,1,255,0,7.994353436858858,,0,0,1,True,True
68,alice_shifted_input,51,1,250,5,7.965784284662087,252,1,0,1,True,True
68,bob_public_input,95,5,255,0,7.994353436858858,,0,0,1,True,True
68,bob_shifted_input,95,5,125,130,6.965784284662087,127,2,0,2,False,True
69,alice_public_input,80,10,255,0,7.994353436858858,,0,0,1,True,True
69,alice_shifted_input,80,10,250,5,7.965784284662087,252,1,0,1,True,True
69,bob_public_input,69,1,255,0,7.994353436858858,,0,0,1,True,True
69,bob_shifted_input,69,1,50,205,5.643856189774724,52,5,0,5,False,True
70,alice_public_input,78,2,255,0,7.994353436858858,,0,0,1,True,True
70,alice_shifted_input,78,2,250,5,7.965784284662087,252,1,0,1,True,True
70,bob_public_input,56,2,255,0,7.994353436858858,,0,0,1,True,True
70,bob_shifted_input,56,2,125,130,6.965784284662087,127,2,0,2,False,True
71,alice_public_input,185,5,250,5,7.965784284662087,252,1,0,1,True,True
71,alice_shifted_input,185,5,255,0,7.994353436858858,,0,0,1,True,True
71,bob_public_input,54,2,125,130,6.965784284662087,127,2,0,2,False,True
71,bob_shifted_input,54,2,250,5,7.965784284662087,252,1,0,1,True,True
72,alice_public_input,48,2,255,0,7.994353436858858,,0,0,1,True,True
72,alice_shifted_input,48,2,125,130,6.965784284662087,127,2,0,2,False,True
72,bob_public_input,89,1,255,0,7.994353436858858,,0,0,1,True,True
72,bob_shifted_input,89,1,250,5,7.965784284662087,252,1,0,1,True,True
73,alice_public_input,175,25,255,0,7.994353436858858,,0,0,1,True,True
73,alice_shifted_input,175,25,250,5,7.965784284662087,252,1,0,1,True,True
73,bob_public_input,93,1,255,0,7.994353436858858,,0,0,1,True,True
73,bob_shifted_input,93,1,255,0,7.994353436858858,,0,0,1,True,True
74,alice_public_input,101,1,250,5,7.965784284662087,252,1,0,1,True,True
74,alice_shifted_input,101,1,250,5,7.965784284662087,252,1,0,1,True,True
74,bob_public_input,14,2,250,5,7.965784284662087,252,1,0,1,True,True
74,bob_shifted_input,14,2,255,0,7.994353436858858,,0,0,1,True,True
75,alice_public_input,55,5,255,0,7.994353436858858,,0,0,1,True,True
75,alice_shifted_input,55,5,250,5,7.965784284662087,252,1,0,1,True,True
75,bob_public_input,85,5,255,0,7.994353436858858,,0,0,1,True,True
75,bob_shifted_input,85,5,250,5,7.965784284662087,252,1,0,1,True,True
76,alice_public_input,139,1,255,0,7.994353436858858,,0,0,1,True,True
76,alice_shifted_input,139,1,125,130,6.965784284662087,127,2,0,2,False,True
76,bob_public_input,91,1,255,0,7.994353436858858,,0,0,1,True,True
76,bob_shifted_input,91,1,250,5,7.965784284662087,252,1,0,1,True,True
77,alice_public_input,69,1,250,5,7.965784284662087,252,1,0,1,True,True
77,alice_shifted_input,69,1,255,0,7.994353436858858,,0,0,1,True,True
77,bob_public_input,67,1,250,5,7.965784284662087,252,1,0,1,True,True
77,bob_shifted_input,67,1,250,5,7.965784284662087,252,1,0,1,True,True
78,alice_public_input,49,1,255,0,7.994353436858858,,0,0,1,True,True
78,alice_shifted_input,49,1,252,3,7.977279923499917,254,1,0,1,True,True
78,bob_public_input,147,1,255,0,7.994353436858858,,0,0,1,True,True
78,bob_shifted_input,147,1,250,5,7.965784284662087,252,1,0,1,True,True
79,alice_public_input,85,5,250,5,7.965784284662087,252,1,0,1,True,True
79,alice_shifted_input,85,5,255,0,7.994353436858858,,0,0,1,True,True
79,bob_public_input,157,1,250,5,7.965784284662087,252,1,0,1,True,True
79,bob_shifted_input,157,1,250,5,7.965784284662087,252,1,0,1,True,True
80,alice_public_input,231,1,255,0,7.994353436858858,,0,0,1,True,True
80,alice_shifted_input,231,1,255,0,7.994353436858858,,0,0,1,True,True
80,bob_public_input,185,5,255,0,7.994353436858858,,0,0,1,True,True
80,bob_shifted_input,185,5,255,0,7.994353436858858,,0,0,1,True,True
81,alice_public_input,68,2,250,5,7.965784284662087,252,1,0,1,True,True
81,alice_shifted_input,68,2,250,5,7.965784284662087,252,1,0,1,True,True
81,bob_public_input,88,2,250,5,7.965784284662087,252,1,0,1,True,True
81,bob_shifted_input,88,2,250,5,7.965784284662087,252,1,0,1,True,True
82,alice_public_input,39,1,255,0,7.994353436858858,,0,0,1,True,True
82,alice_shifted_input,39,1,255,0,7.994353436858858,,0,0,1,True,True
82,bob_public_input,122,2,255,0,7.994353436858858,,0,0,1,True,True
82,bob_shifted_input,122,2,255,0,7.994353436858858,,0,0,1,True,True
83,alice_public_input,234,2,255,0,7.994353436858858,,0,0,1,True,True
83,alice_shifted_input,234,2,250,5,7.965784284662087,252,1,0,1,True,True
83,bob_public_input,84,2,255,0,7.994353436858858,,0,0,1,True,True
83,bob_shifted_input,84,2,125,130,6.965784284662087,127,2,0,2,False,True
84,alice_public_input,250,250,250,5,7.965784284662087,252,1,0,1,True,True
84,alice_shifted_input,250,250,255,0,7.994353436858858,,0,0,1,True,True
84,bob_public_input,46,2,125,130,6.965784284662087,127,2,0,2,False,True
84,bob_shifted_input,46,2,255,0,7.994353436858858,,0,0,1,True,True
85,alice_public_input,35,5,255,0,7.994353436858858,,0,0,1,True,True
85,alice_shifted_input,35,5,250,5,7.965784284662087,252,1,0,1,True,True
85,bob_public_input,125,125,255,0,7.994353436858858,,0,0,1,True,True
85,bob_shifted_input,125,125,255,0,7.994353436858858,,0,0,1,True,True
86,alice_public_input,183,1,255,0,7.994353436858858,,0,0,1,True,True
86,alice_shifted_input,183,1,255,0,7.994353436858858,,0,0,1,True,True
86,bob_public_input,253,1,255,0,7.994353436858858,,0,0,1,True,True
86,bob_shifted_input,253,1,125,130,6.965784284662087,127,2,0,3,False,True
87,alice_public_input,169,1,255,0,7.994353436858858,,0,0,1,True,True
87,alice_shifted_input,169,1,255,0,7.994353436858858,,0,0,1,True,True
87,bob_public_input,208,2,255,0,7.994353436858858,,0,0,1,True,True
87,bob_shifted_input,208,2,255,0,7.994353436858858,,0,0,1,True,True
88,alice_public_input,12,2,125,130,6.965784284662087,127,2,0,2,False,True
88,alice_shifted_input,12,2,250,5,7.965784284662087,252,1,0,1,True,True
88,bob_public_input,48,2,250,5,7.965784284662087,252,1,0,1,True,True
88,bob_shifted_input,48,2,255,0,7.994353436858858,,0,0,1,True,True
89,alice_public_input,256,2,255,0,7.994353436858858,,0,0,1,True,True
89,alice_shifted_input,256,2,255,0,7.994353436858858,,0,0,1,True,True
89,bob_public_input,212,2,255,0,7.994353436858858,,0,0,1,True,True
89,bob_shifted_input,212,2,250,5,7.965784284662087,252,1,0,1,True,True
90,alice_public_input,200,50,255,0,7.994353436858858,,0,0,1,True,True
90,alice_shifted_input,200,50,255,0,7.994353436858858,,0,0,1,True,True
90,bob_public_input,151,1,255,0,7.994353436858858,,0,0,1,True,True
90,bob_shifted_input,151,1,250,5,7.965784284662087,252,1,0,1,True,True
91,alice_public_input,214,2,255,0,7.994353436858858,,0,0,1,True,True
91,alice_shifted_input,214,2,125,130,6.965784284662087,127,2,0,2,False,True
91,bob_public_input,189,1,255,0,7.994353436858858,,0,0,1,True,True
91,bob_shifted_input,189,1,250,5,7.965784284662087,252,1,0,1,True,True
92,alice_public_input,71,1,125,130,6.965784284662087,127,2,0,2,False,True
92,alice_shifted_input,71,1,255,0,7.994353436858858,,0,0,1,True,True
92,bob_public_input,96,2,250,5,7.965784284662087,252,1,0,1,True,True
92,bob_shifted_input,96,2,255,0,7.994353436858858,,0,0,1,True,True
93,alice_public_input,113,1,125,130,6.965784284662087,127,2,0,2,False,True
93,alice_shifted_input,113,1,250,5,7.965784284662087,252,1,0,1,True,True
