candidate,norm,count,relative_frequency,expected_uniform_count
3,230,46,0.0046,39.8406374501992
3,231,38,0.0038,39.8406374501992
3,232,37,0.0037,39.8406374501992
3,233,35,0.0035,39.8406374501992
3,234,39,0.0039,39.8406374501992
3,235,38,0.0038,39.8406374501992
3,236,47,0.0047,39.8406374501992
3,237,49,0.0049,39.8406374501992
3,238,36,0.0036,39.8406374501992
3,239,41,0.0041,39.8406374501992
3,240,36,0.0036,39.8406374501992
3,241,45,0.0045,39.8406374501992
3,242,38,0.0038,39.8406374501992
3,243,38,0.0038,39.8406374501992
3,244,44,0.0044,39.8406374501992
3,245,44,0.0044,39.8406374501992
3,246,36,0.0036,39.8406374501992
3,247,46,0.0046,39.8406374501992
3,248,34,0.0034,39.8406374501992
3,249,36,0.0036,39.8406374501992
3,250,36,0.0036,39.8406374501992
4,0,40,0.004,39.8406374501992
4,1,28,0.0028,39.8406374501992
4,2,26,0.0026,39.8406374501992
4,3,42,0.0042,39.8406374501992
4,4,42,0.0042,39.8406374501992
4,5,43,0.0043,39.8406374501992
4,6,33,0.0033,39.8406374501992
4,7,35,0.0035,39.8406374501992
4,8,32,0.0032,39.8406374501992
4,9,45,0.0045,39.8406374501992
4,10,43,0.0043,39.8406374501992
4,11,40,0.004,39.8406374501992
4,12,44,0.0044,39.8406374501992
4,13,45,0.0045,39.8406374501992
4,14,35,0.0035,39.8406374501992
4,15,36,0.0036,39.8406374501992
4,16,42,0.0042,39.8406374501992
4,17,36,0.0036,39.8406374501992
4,18,39,0.0039,39.8406374501992
4,19,26,0.0026,39.8406374501992
4,20,49,0.0049,39.8406374501992
4,21,48,0.0048,39.8406374501992
4,22,30,0.003,39.8406374501992
4,23,34,0.0034,39.8406374501992
4,24,31,0.0031,39.8406374501992
4,25,35,0.0035,39.8406374501992
4,26,56,0.0056,39.8406374501992
4,27,37,0.0037,39.8406374501992
4,28,41,0.0041,39.8406374501992
4,29,37,0.0037,39.8406374501992
4,30,39,0.0039,39.8406374501992
4,31,44,0.0044,39.8406374501992
4,32,37,0.0037,39.8406374501992
4,33,42,0.0042,39.8406374501992
4,34,37,0.0037,39.8406374501992
4,35,43,0.0043,39.8406374501992
4,36,42,0.0042,39.8406374501992
4,37,35,0.0035,39.8406374501992
4,38,42,0.0042,39.8406374501992
4,39,51,0.0051,39.8406374501992
4,40,38,0.0038,39.8406374501992
4,41,23,0.0023,39.8406374501992
4,42,45,0.0045,39.8406374501992
4,43,46,0.0046,39.8406374501992
4,44,34,0.0034,39.8406374501992
4,45,32,0.0032,39.8406374501992
4,46,39,0.0039,39.8406374501992
4,47,38,0.0038,39.8406374501992
4,48,43,0.0043,39.8406374501992
4,49,37,0.0037,39.8406374501992
4,50,37,0.0037,39.8406374501992
4,51,41,0.0041,39.8406374501992
4,52,53,0.0053,39.8406374501992
4,53,33,0.0033,39.8406374501992
4,54,36,0.0036,39.8406374501992
4,55,38,0.0038,39.8406374501992
4,56,42,0.0042,39.8406374501992
4,57,43,0.0043,39.8406374501992
4,58,43,0.0043,39.8406374501992
4,59,43,0.0043,39.8406374501992
4,60,36,0.0036,39.8406374501992
4,61,28,0.0028,39.8406374501992
4,62,44,0.0044,39.8406374501992
4,63,35,0.0035,39.8406374501992
4,64,43,0.0043,39.8406374501992
4,65,42,0.0042,39.8406374501992
4,66,43,0.0043,39.8406374501992
4,67,44,0.0044,39.8406374501992
4,68,35,0.0035,39.8406374501992
4,69,42,0.0042,39.8406374501992
4,70,46,0.0046,39.8406374501992
4,71,41,0.0041,39.8406374501992
4,72,32,0.0032,39.8406374501992
4,73,47,0.0047,39.8406374501992
4,74,32,0.0032,39.8406374501992
4,75,32,0.0032,39.8406374501992
4,76,40,0.004,39.8406374501992
4,77,37,0.0037,39.8406374501992
4,78,51,0.0051,39.8406374501992
4,79,39,0.0039,39.8406374501992
4,80,40,0.004,39.8406374501992
4,81,40,0.004,39.8406374501992
4,82,43,0.0043,39.8406374501992
4,83,39,0.0039,39.8406374501992
4,84,39,0.0039,39.8406374501992
4,85,42,0.0042,39.8406374501992
4,86,45,0.0045,39.8406374501992
4,87,47,0.0047,39.8406374501992
4,88,39,0.0039,39.8406374501992
4,89,45,0.0045,39.8406374501992
4,90,34,0.0034,39.8406374501992
4,91,40,0.004,39.8406374501992
4,92,48,0.0048,39.8406374501992
4,93,39,0.0039,39.8406374501992
4,94,46,0.0046,39.8406374501992
4,95,52,0.0052,39.8406374501992
4,96,23,0.0023,39.8406374501992
4,97,40,0.004,39.8406374501992
4,98,40,0.004,39.8406374501992
4,99,38,0.0038,39.8406374501992
4,100,44,0.0044,39.8406374501992
4,101,34,0.0034,39.8406374501992
4,102,35,0.0035,39.8406374501992
4,103,41,0.0041,39.8406374501992
4,104,49,0.0049,39.8406374501992
4,105,33,0.0033,39.8406374501992
4,106,45,0.0045,39.8406374501992
4,107,44,0.0044,39.8406374501992
4,108,40,0.004,39.8406374501992
4,109,46,0.0046,39.8406374501992
4,110,48,0.0048,39.8406374501992
4,111,39,0.0039,39.8406374501992
4,112,42,0.0042,39.8406374501992
4,113,39,0.0039,39.8406374501992
4,114,50,0.005,39.8406374501992
4,115,28,0.0028,39.8406374501992
4,116,35,0.0035,39.8406374501992
4,117,47,0.0047,39.8406374501992
4,118,42,0.0042,39.8406374501992
4,119,35,0.0035,39.8406374501992
4,120,34,0.0034,39.8406374501992
4,121,37,0.0037,39.8406374501992
4,122,47,0.0047,39.8406374501992
4,123,42,0.0042,39.8406374501992
4,124,42,0.0042,39.8406374501992
4,125,37,0.0037,39.8406374501992
4,126,35,0.0035,39.8406374501992
4,127,47,0.0047,39.8406374501992
4,128,31,0.0031,39.8406374501992
4,129,39,0.0039,39.8406374501992
4,130,34,0.0034,39.8406374501992
4,131,50,0.005,39.8406374501992
4,132,38,0.0038,39.8406374501992
4,133,34,0.0034,39.8406374501992
4,134,44,0.0044,39.8406374501992
4,135,42,0.0042,39.8406374501992
4,136,27,0.0027,39.8406374501992
4,137,31,0.0031,39.8406374501992
4,138,40,0.004,39.8406374501992
4,139,42,0.0042,39.8406374501992
4,140,46,0.0046,39.8406374501992
4,141,37,0.0037,39.8406374501992
4,142,44,0.0044,39.8406374501992
4,143,40,0.004,39.8406374501992
4,144,44,0.0044,39.8406374501992
4,145,44,0.0044,39.8406374501992
4,146,50,0.005,39.8406374501992
4,147,40,0.004,39.8406374501992
4,148,33,0.0033,39.8406374501992
4,149,37,0.0037,39.8406374501992
4,150,36,0.0036,39.8406374501992
4,151,26,0.0026,39.8406374501992
4,152,34,0.0034,39.8406374501992
4,153,32,0.0032,39.8406374501992
4,154,41,0.0041,39.8406374501992
4,155,34,0.0034,39.8406374501992
4,156,45,0.0045,39.8406374501992
4,157,39,0.0039,39.8406374501992
4,158,36,0.0036,39.8406374501992
4,159,43,0.0043,39.8406374501992
4,160,32,0.0032,39.8406374501992
4,161,46,0.0046,39.8406374501992
4,162,43,0.0043,39.8406374501992
4,163,32,0.0032,39.8406374501992
4,164,40,0.004,39.8406374501992
4,165,34,0.0034,39.8406374501992
4,166,37,0.0037,39.8406374501992
4,167,37,0.0037,39.8406374501992
4,168,43,0.0043,39.8406374501992
4,169,47,0.0047,39.8406374501992
4,170,36,0.0036,39.8406374501992
4,171,30,0.003,39.8406374501992
4,172,44,0.0044,39.8406374501992
4,173,42,0.0042,39.8406374501992
4,174,37,0.0037,39.8406374501992
4,175,42,0.0042,39.8406374501992
4,176,51,0.0051,39.8406374501992
4,177,44,0.0044,39.8406374501992
4,178,41,0.0041,39.8406374501992
4,179,47,0.0047,39.8406374501992
4,180,37,0.0037,39.8406374501992
4,181,35,0.0035,39.8406374501992
4,182,45,0.0045,39.8406374501992
4,183,52,0.0052,39.8406374501992
4,184,35,0.0035,39.8406374501992
4,185,38,0.0038,39.8406374501992
4,186,25,0.0025,39.8406374501992
4,187,48,0.0048,39.8406374501992
4,188,40,0.004,39.8406374501992
4,189,44,0.0044,39.8406374501992
4,190,36,0.0036,39.8406374501992
4,191,46,0.0046,39.8406374501992
4,192,47,0.0047,39.8406374501992
4,193,43,0.0043,39.8406374501992
4,194,45,0.0045,39.8406374501992
4,195,37,0.0037,39.8406374501992
4,196,46,0.0046,39.8406374501992
4,197,39,0.0039,39.8406374501992
4,198,37,0.0037,39.8406374501992
4,199,31,0.0031,39.8406374501992
4,200,45,0.0045,39.8406374501992
4,201,42,0.0042,39.8406374501992
4,202,37,0.0037,39.8406374501992
4,203,41,0.0041,39.8406374501992
4,204,43,0.0043,39.8406374501992
4,205,33,0.0033,39.8406374501992
4,206,44,0.0044,39.8406374501992
4,207,44,0.0044,39.8406374501992
4,208,33,0.0033,39.8406374501992
4,209,33,0.0033,39.8406374501992
4,210,39,0.0039,39.8406374501992
4,211,52,0.0052,39.8406374501992
4,212,46,0.0046,39.8406374501992
4,213,29,0.0029,39.8406374501992
4,214,38,0.0038,39.8406374501992
4,215,49,0.0049,39.8406374501992
4,216,44,0.0044,39.8406374501992
4,217,37,0.0037,39.8406374501992
4,218,42,0.0042,39.8406374501992
4,219,33,0.0033,39.8406374501992
4,220,33,0.0033,39.8406374501992
4,221,26,0.0026,39.8406374501992
4,222,42,0.0042,39.8406374501992
4,223,34,0.0034,39.8406374501992
4,224,34,0.0034,39.8406374501992
4,225,57,0.0057,39.8406374501992
4,226,52,0.0052,39.8406374501992
4,227,36,0.0036,39.8406374501992
4,228,35,0.0035,39.8406374501992
4,229,45,0.0045,39.8406374501992
4,230,41,0.0041,39.8406374501992
4,231,28,0.0028,39.8406374501992
4,232,43,0.0043,39.8406374501992
4,233,40,0.004,39.8406374501992
4,234,52,0.0052,39.8406374501992
4,235,45,0.0045,39.8406374501992
4,236,31,0.0031,39.8406374501992
4,237,31,0.0031,39.8406374501992
4,238,37,0.0037,39.8406374501992
4,239,36,0.0036,39.8406374501992
4,240,44,0.0044,39.8406374501992
4,241,44,0.0044,39.8406374501992
4,242,42,0.0042,39.8406374501992
4,243,40,0.004,39.8406374501992
4,244,40,0.004,39.8406374501992
4,245,46,0.0046,39.8406374501992
4,246,38,0.0038,39.8406374501992
4,247,49,0.0049,39.8406374501992
4,248,53,0.0053,39.8406374501992
4,249,42,0.0042,39.8406374501992
4,250,45,0.0045,39.8406374501992
